request_id,created_at,status,category,department,origin,division,neighborhood,latitude,longitude
1471,2024-07-25 23:03:00,Open,Trees/Public Space,DOMI – TrafficShop,Call Center,East,Strip District,40.401503457316466,-79.95048291135569
1472,2024-09-26 12:48:00,Closed,Accessibility,Public Safety,Call Center,North,Bloomfield,40.42757848616071,-80.02496243401677
1473,2024-11-16 15:47:00,Closed,Streetlight,Animal Care,Call Center,East,Brookline,40.46332995044923,-80.06219449358649
1474,2024-05-27 12:16:00,Open,Streetlight,DPW – Street Maint,Call Center,North,Carrick,40.358558932037646,-80.04983228413538
1475,2024-04-29 08:48:00,Closed,General Inquiry,PWSA,Call Center,East,Shadyside,40.43455865715329,-80.01466683315866
1476,2024-08-31 16:07:00,Closed,Noise,DPW – Street Maint,Call Center,West,Bloomfield,40.45932502189894,-80.03493443186198
1477,2024-10-21 20:43:00,Closed,Noise,DPW – Refuse,Other,Central,Bloomfield,40.45491029671455,-80.11322749594906
1478,2024-10-05 05:37:00,New,General Inquiry,PWSA,Call Center,North,Squirrel Hill,40.41474211604255,-79.92993958572544
1479,2024-10-18 04:50:00,New,Trees/Public Space,Parks & Rec,Call Center,Central,Beechview,40.359368847781404,-80.04435641791369
1480,2024-06-07 23:42:00,Closed,Noise,DPW – Refuse,Website,North,Bloomfield,40.43248531221896,-79.89186221953264
1481,2024-10-25 12:13:00,Closed,Water Leak,DPW – Refuse,Website,North,Carrick,40.347768366058794,-80.05384109433297
1482,2024-02-13 21:01:00,Closed,Waste,Public Safety,Call Center,North,Strip District,40.42102275124035,-79.98411546621955
1483,2024-07-17 17:43:00,New,Accessibility,DOMI – TrafficShop,Mobile App,East,Carrick,40.425523149498844,-79.97730036661068
1484,2024-01-03 02:26:00,New,Accessibility,DPW – Street Maint,Website,South,Carrick,40.461604228623536,-79.93906699494126
1485,2024-04-28 11:22:00,Closed,Animal Issue,DOMI – TrafficShop,Mobile App,East,North Oakland,40.421697728849985,-80.0051710128022
1486,2024-05-13 18:12:00,Closed,Animal Issue,311 General,Call Center,South,Brookline,40.42979167411558,-80.09513619986348
1487,2024-05-24 14:28:00,Closed,Waste,DPW – Street Maint,Call Center,East,East Liberty,40.39683952248495,-80.02112824022323
1488,2024-09-10 20:17:00,Closed,Graffiti,DPW – Street Maint,Website,South,Shadyside,40.45915927668903,-79.98555187756676
1489,2024-05-21 19:46:00,New,Graffiti,DPW – Refuse,Call Center,North,Beechview,40.465537109639605,-80.01130705410074
1490,2024-06-12 18:33:00,Closed,Streetlight,Public Safety,Website,North,Downtown,40.473229729532946,-79.99454854273522
1491,2024-03-27 16:53:00,Closed,Streetlight,DPW – Street Maint,Website,South,Shadyside,40.48277679272299,-80.0404878926583
1492,2024-05-16 05:41:00,Open,General Inquiry,311 General,Call Center,South,Shadyside,40.44730812435864,-80.07533587641106
1493,2024-03-23 22:52:00,Closed,Road Repair,Public Safety,Call Center,Central,Beechview,40.50371337792285,-79.943339229288
1494,2024-01-27 17:11:00,New,Animal Issue,DPW – Street Maint,Mobile App,North,Downtown,40.448524591199124,-79.88352047049469
1495,2024-08-08 06:12:00,New,Road Repair,DPW – Refuse,Mobile App,East,North Oakland,40.40093366808897,-79.92948264371329
1496,2024-08-31 21:32:00,New,Noise,PWSA,Website,Central,Squirrel Hill,40.4704870961279,-80.01856531047915
1497,2024-08-14 02:44:00,New,Accessibility,DPW – Street Maint,Website,South,Shadyside,40.51999214181158,-80.00798034818595
1498,2024-06-18 04:12:00,Open,Streetlight,Building Code,Mobile App,East,East Liberty,40.475787139958506,-79.9701456574024
1499,2024-05-18 14:55:00,On Hold,Graffiti,DOMI – Permits,Website,West,Strip District,40.379898061301866,-79.94080092452623
1500,2024-11-11 02:48:00,Closed,Waste,DPW – Street Maint,Call Center,West,Squirrel Hill,40.49942912866832,-79.89965068809207
1501,2024-07-08 11:09:00,Closed,Animal Issue,PWSA,Call Center,West,East Liberty,40.427087874955284,-79.90611747892316
1502,2024-06-23 21:37:00,Open,Accessibility,DPW – Refuse,Call Center,East,East Liberty,40.525890159780744,-80.00813090092544
1503,2024-01-10 08:37:00,New,Trees/Public Space,PWSA,Call Center,South,Downtown,40.4570097851284,-79.99783308223248
1504,2024-05-04 13:19:00,Closed,Waste,DPW – Refuse,Call Center,East,Brookline,40.392344383195365,-79.98565785791165
1505,2024-05-18 18:30:00,Open,Road Repair,PWSA,Other,Central,Carrick,40.47020648106144,-79.91636516748132
1506,2024-05-25 13:41:00,Open,Water Leak,PWSA,Website,Central,Bloomfield,40.426188671161654,-80.00116299766674
1507,2024-07-30 18:18:00,Closed,Road Repair,PWSA,Website,West,Brookline,40.40444087001394,-79.90471065107064
1508,2024-07-13 18:21:00,Closed,Animal Issue,DOMI – TrafficShop,Website,South,Bloomfield,40.46869980030348,-80.01207092670529
1509,2024-08-09 21:14:00,Closed,Waste,DPW – Refuse,Call Center,Central,North Oakland,40.463367605578306,-80.05569261843301
1510,2024-10-06 04:22:00,Closed,Water Leak,DOMI – Permits,Call Center,North,Strip District,40.41635875536582,-79.92083535630722
1511,2024-10-23 17:45:00,New,Noise,DOMI – Permits,Other,North,Bloomfield,40.46195749058914,-79.99293857993925
1512,2024-09-19 02:45:00,Closed,Trees/Public Space,DOMI – Permits,Call Center,West,East Liberty,40.49828546863398,-79.99674876540536
1513,2024-12-14 18:23:00,New,Road Repair,311 General,Website,West,East Liberty,40.42768080503893,-80.03072665733553
1514,2024-01-07 15:43:00,Closed,Trees/Public Space,DPW – Refuse,Call Center,West,Squirrel Hill,40.344916499309946,-79.93805577771903
1515,2024-03-12 11:00:00,New,Waste,DOMI – TrafficShop,Call Center,Central,Squirrel Hill,40.42016703007734,-79.8964045756433
1516,2024-01-03 18:15:00,Closed,Accessibility,DPW – Street Maint,Call Center,South,Bloomfield,40.521403165140946,-79.99320375379918
1517,2024-08-24 07:52:00,New,Waste,DOMI – Permits,Call Center,West,North Oakland,40.505623459146065,-79.88268446365335
1518,2024-11-23 18:44:00,Closed,Graffiti,Public Safety,Mobile App,East,North Oakland,40.474917430723856,-79.99438011822157
1519,2024-03-29 20:54:00,Closed,Water Leak,DPW – Refuse,Website,West,North Oakland,40.40417085315073,-80.02665805793278
1520,2024-12-04 08:49:00,Closed,Accessibility,Public Safety,Website,Central,East Liberty,40.403586741065574,-80.06924972198154
1521,2024-01-22 23:56:00,Closed,Road Repair,DPW – Refuse,Mobile App,South,Carrick,40.447425498988096,-80.07322318740397
1522,2024-12-07 01:39:00,Closed,Noise,DOMI – Permits,Website,West,Shadyside,40.4511953848572,-79.96547562024581
1523,2024-05-08 08:12:00,Closed,Trees/Public Space,Public Safety,Mobile App,North,Shadyside,40.44992194900298,-79.98819760078318
1524,2024-02-07 00:26:00,Closed,Waste,DPW – Refuse,Call Center,West,Bloomfield,40.40555931833033,-80.05412771365168
1525,2024-06-26 08:14:00,Closed,General Inquiry,Parks & Rec,Mobile App,West,Brookline,40.35819045720668,-79.99583421050797
1526,2024-04-03 17:21:00,Closed,Animal Issue,DPW – Refuse,Website,South,Shadyside,40.4949684946343,-80.06058226281542
1527,2024-04-13 23:29:00,Closed,Road Repair,Parks & Rec,Call Center,East,East Liberty,40.38228866431363,-80.01074242096612
1528,2024-04-22 03:51:00,Closed,Animal Issue,DOMI – Permits,Call Center,West,Squirrel Hill,40.371291486219796,-79.96585130148326
1529,2024-10-20 02:30:00,Closed,Accessibility,DOMI – TrafficShop,Call Center,West,Brookline,40.34701754085854,-79.98743650772543
1530,2024-07-15 19:03:00,Closed,Graffiti,Building Code,Call Center,Central,Beechview,40.44499059200351,-80.0214859398142
1531,2024-04-23 15:03:00,Closed,Road Repair,DPW – Street Maint,Website,South,Downtown,40.476408971436186,-79.99093581036145
1532,2024-08-10 18:31:00,Closed,Graffiti,DPW – Street Maint,Website,Central,Beechview,40.508129358891274,-80.0416428069521
1533,2024-09-18 09:28:00,New,Graffiti,Animal Care,Other,West,North Oakland,40.413890146655646,-80.13593608055656
1534,2024-04-09 12:11:00,Closed,Noise,DPW – Refuse,Call Center,West,East Liberty,40.522535550057356,-80.08226547432135
1535,2024-05-30 22:41:00,Closed,Accessibility,DOMI – TrafficShop,Website,North,East Liberty,40.50780919617528,-80.01682441093989
1536,2024-02-14 11:43:00,Closed,Waste,Building Code,Call Center,Central,Carrick,40.44436269036262,-79.966180129721
1537,2024-03-07 02:52:00,Closed,General Inquiry,DOMI – TrafficShop,Website,South,Downtown,40.417821995667666,-80.01055780006921
1538,2024-09-05 14:35:00,New,Water Leak,DPW – Refuse,Website,West,North Oakland,40.40104589479161,-79.99172710615855
1539,2024-03-07 05:23:00,Closed,Graffiti,DPW – Refuse,Website,North,Bloomfield,40.42074929036648,-80.00163773808322
1540,2024-07-10 16:25:00,Closed,Accessibility,DPW – Street Maint,Call Center,North,East Liberty,40.530420229441894,-79.96289744775987
1541,2024-09-15 19:14:00,Closed,Noise,DPW – Street Maint,Website,East,Strip District,40.53401420210135,-80.06316185266604
1542,2024-02-09 00:14:00,New,Road Repair,DPW – Refuse,Call Center,South,East Liberty,40.517840161953366,-80.02302797427761
1543,2024-07-26 01:39:00,Closed,Streetlight,Parks & Rec,Website,North,East Liberty,40.420071499941,-80.05294848865174
1544,2024-04-03 15:29:00,Closed,Streetlight,DPW – Street Maint,Website,South,Shadyside,40.43493493615449,-79.86531063044286
1545,2024-12-17 11:14:00,New,General Inquiry,Building Code,Website,West,Brookline,40.470521169202776,-80.14668148125219
1546,2024-06-25 11:51:00,Open,Noise,Animal Care,Call Center,East,North Oakland,40.43339556716945,-80.06739059642553
1547,2024-10-21 04:29:00,Open,Accessibility,Building Code,Call Center,South,Squirrel Hill,40.40485227076711,-80.01761833857418
1548,2024-07-19 19:59:00,Closed,Noise,DPW – Street Maint,Call Center,East,Shadyside,40.46316224758651,-79.94647528007727
1549,2024-01-16 20:17:00,New,Water Leak,PWSA,Website,South,North Oakland,40.46085616982525,-79.91915995853051
1550,2024-08-19 02:24:00,New,Water Leak,DPW – Street Maint,Call Center,South,Strip District,40.370819270420455,-80.04860289840987
1551,2024-12-13 06:17:00,Closed,Waste,DPW – Street Maint,Website,Central,Downtown,40.47669216795851,-79.95045604791095
1552,2024-08-07 14:07:00,New,Streetlight,PWSA,Call Center,East,Strip District,40.430035525883284,-80.07259966978788
1553,2024-10-26 00:05:00,Open,Streetlight,Parks & Rec,Call Center,South,Strip District,40.450198386658144,-79.94779055403782
1554,2024-11-18 17:38:00,Closed,Water Leak,DPW – Refuse,Website,Central,Brookline,40.51699312551671,-80.05368972899716
1555,2024-03-24 05:58:00,Closed,Noise,DPW – Street Maint,Website,Central,North Oakland,40.46608230483252,-80.01819756282288
1556,2024-03-18 09:30:00,Closed,General Inquiry,DPW – Refuse,Website,East,Shadyside,40.42614806929894,-79.93419195520933
1557,2024-08-11 00:11:00,Closed,General Inquiry,Parks & Rec,Call Center,West,Downtown,40.511561566134816,-79.94669820235798
1558,2024-05-30 00:36:00,Closed,Graffiti,Building Code,Call Center,East,Bloomfield,40.350699284865705,-80.08677530337232
1559,2024-11-02 13:11:00,Closed,Road Repair,DPW – Refuse,Call Center,South,Squirrel Hill,40.38613731960455,-79.97394262647295
1560,2024-11-24 12:12:00,New,Streetlight,DPW – Street Maint,Call Center,West,Downtown,40.502943356629636,-79.90105178613724
1561,2024-05-08 23:58:00,New,Water Leak,Building Code,Website,East,Bloomfield,40.37567133903909,-80.01151597208151
1562,2024-03-27 10:59:00,Closed,Noise,DPW – Street Maint,Call Center,East,Bloomfield,40.56293888530397,-80.0026159354132
1563,2024-10-11 21:24:00,Open,Accessibility,Public Safety,Other,East,Strip District,40.49015595077302,-79.96837967848815
1564,2024-04-10 07:18:00,Closed,Road Repair,DPW – Refuse,Website,East,Squirrel Hill,40.43402924339366,-79.9058174432493
1565,2024-10-27 06:06:00,Closed,General Inquiry,DOMI – Permits,Website,West,Shadyside,40.40686738402106,-80.00591843087551
1566,2024-06-03 15:56:00,Open,Animal Issue,DOMI – Permits,Other,South,Carrick,40.448966248830004,-80.03183307974543
1567,2024-08-31 15:44:00,New,Animal Issue,Public Safety,Call Center,Central,Carrick,40.54979707176295,-79.98038152611541
1568,2024-02-04 20:53:00,Open,Noise,DPW – Street Maint,Call Center,East,East Liberty,40.43045769932634,-80.10781736620534
1569,2024-08-15 17:00:00,Closed,Trees/Public Space,DPW – Street Maint,Website,Central,Bloomfield,40.46362952636795,-79.96254422621608
1570,2024-06-13 21:29:00,On Hold,Trees/Public Space,DPW – Street Maint,Call Center,Central,Shadyside,40.49521987304868,-80.11392740775065
1571,2024-08-02 02:41:00,Closed,Streetlight,PWSA,Other,Central,East Liberty,40.42132335111373,-80.05674216923258
1572,2024-03-02 07:48:00,New,Accessibility,Animal Care,Other,East,Squirrel Hill,40.38855325276904,-79.97839622869267
1573,2024-09-25 23:00:00,Closed,Graffiti,Parks & Rec,Mobile App,East,Carrick,40.477774542194645,-80.08830260800649
1574,2024-11-10 22:06:00,Closed,Noise,DPW – Refuse,Other,East,East Liberty,40.43194983005229,-80.09299034245691
1575,2024-03-20 02:38:00,Open,Animal Issue,Animal Care,Website,East,Carrick,40.44252100328676,-80.03580388158299
1576,2024-02-04 22:27:00,Closed,Animal Issue,DPW – Refuse,Website,North,Bloomfield,40.416946899719925,-79.8855649546232
1577,2024-01-09 15:04:00,Closed,Accessibility,DOMI – Permits,Call Center,South,East Liberty,40.404118420467896,-80.03671038887435
1578,2024-08-22 07:40:00,Open,Streetlight,Public Safety,Website,North,Carrick,40.447757279039585,-79.9853698539882
1579,2024-08-09 14:08:00,Closed,Trees/Public Space,DPW – Refuse,Call Center,West,East Liberty,40.456987482338505,-80.03711020608122
1580,2024-07-18 13:04:00,New,Waste,DPW – Refuse,Website,North,Bloomfield,40.36188493399228,-80.01192245498733
1581,2024-03-25 15:51:00,Closed,Streetlight,DPW – Street Maint,Other,North,Carrick,40.47595544912051,-80.07931747332704
1582,2024-05-22 16:20:00,New,Streetlight,Public Safety,Call Center,North,Squirrel Hill,40.45394750982657,-79.93158048000782
1583,2024-08-04 23:36:00,Closed,General Inquiry,PWSA,Call Center,South,Shadyside,40.46374818844529,-79.96619213046687
1584,2024-06-30 07:40:00,Closed,Graffiti,DOMI – Permits,Call Center,Central,Squirrel Hill,40.420862715700174,-80.05460660758096
1585,2024-12-26 13:00:00,Closed,Graffiti,Parks & Rec,Website,West,Bloomfield,40.506149060175204,-79.96566928126057
1586,2024-02-19 19:12:00,Closed,Animal Issue,Public Safety,Website,West,Downtown,40.44361324512087,-79.90025512433415
1587,2024-09-10 17:27:00,Closed,Graffiti,Parks & Rec,Website,South,Bloomfield,40.50100647550775,-80.04272822391827
1588,2024-05-27 13:49:00,Closed,Animal Issue,DOMI – Permits,Website,North,Squirrel Hill,40.496026855125265,-79.9225655791799
1589,2024-06-05 07:01:00,Closed,Streetlight,DPW – Refuse,Call Center,Central,East Liberty,40.41425688512181,-79.96450831851432
1590,2024-09-18 22:09:00,Closed,Accessibility,DPW – Refuse,Website,East,Shadyside,40.50258282569088,-80.02237091251028
1591,2024-09-09 17:44:00,Closed,Waste,Public Safety,Website,South,Bloomfield,40.47474679831184,-79.9907226662444
1592,2024-12-27 19:24:00,Closed,Accessibility,Public Safety,Call Center,Central,East Liberty,40.39358871670522,-79.97571595759045
1593,2024-02-16 20:44:00,Closed,Streetlight,311 General,Call Center,South,Shadyside,40.462569808966755,-80.1089651927995
1594,2024-02-08 00:00:00,Closed,Water Leak,DPW – Refuse,Website,South,Strip District,40.526216723057274,-80.06202787314444
1595,2024-09-21 09:12:00,Closed,Noise,DPW – Refuse,Other,East,Brookline,40.43297355747477,-80.09661035090029
1596,2024-07-30 02:40:00,New,Trees/Public Space,DPW – Refuse,Website,Central,Shadyside,40.49991527149828,-80.05600559304814
1597,2024-04-10 01:38:00,New,Noise,DPW – Refuse,Mobile App,North,Shadyside,40.468902280061954,-79.9884498557642
1598,2024-01-29 23:42:00,Open,Waste,PWSA,Call Center,Central,Brookline,40.505280220929606,-79.93960068981573
1599,2024-02-01 06:21:00,Closed,Graffiti,311 General,Other,Central,Bloomfield,40.43531323275233,-80.07800391505494
1600,2024-11-22 09:06:00,Open,Noise,PWSA,Call Center,North,East Liberty,40.441881988616814,-80.06945394970786
1601,2024-03-11 00:45:00,Closed,Graffiti,PWSA,Call Center,East,Strip District,40.3694570054017,-80.06235451659202
1602,2024-04-28 00:44:00,Closed,Streetlight,DOMI – TrafficShop,Call Center,Central,Carrick,40.43265541469233,-80.07243453127779
1603,2024-03-23 17:30:00,Open,Waste,DPW – Refuse,Website,North,North Oakland,40.48136174106729,-80.05652179333822
1604,2024-05-09 13:46:00,Closed,General Inquiry,Parks & Rec,Call Center,South,Shadyside,40.37849181126985,-80.01779815677945
1605,2024-01-26 08:09:00,New,Trees/Public Space,DOMI – TrafficShop,Call Center,South,Downtown,40.462294067112495,-80.00484515609027
1606,2024-07-08 10:57:00,New,Trees/Public Space,DPW – Refuse,Call Center,North,Beechview,40.42210397771111,-80.05663522882803
1607,2024-01-25 16:17:00,Closed,Water Leak,DOMI – TrafficShop,Call Center,South,East Liberty,40.33229565614629,-79.97278138089712
1608,2024-10-19 03:07:00,Closed,General Inquiry,PWSA,Call Center,Central,Downtown,40.40176341221279,-79.97085517518353
1609,2024-03-26 07:19:00,Closed,Animal Issue,DPW – Refuse,Website,North,Carrick,40.44068338095991,-80.091373670577
1610,2024-07-16 02:30:00,New,Trees/Public Space,DPW – Street Maint,Call Center,Central,Shadyside,40.396113831562104,-80.05308446455362
1611,2024-11-17 05:29:00,Closed,Road Repair,DPW – Street Maint,Call Center,West,Strip District,40.479775592362465,-80.1001160403162
1612,2024-08-25 13:41:00,Open,Animal Issue,DPW – Street Maint,Call Center,East,Downtown,40.44542907974257,-80.02528733267336
1613,2024-07-13 12:42:00,Open,Trees/Public Space,DPW – Street Maint,Call Center,East,Squirrel Hill,40.36121117854136,-80.01049990809159
1614,2024-04-28 09:09:00,New,Streetlight,PWSA,Call Center,East,Bloomfield,40.510567938927515,-80.02571045597887
1615,2024-05-01 13:05:00,New,Waste,DOMI – Permits,Website,North,Beechview,40.41795360139294,-80.08783570359617
1616,2024-09-01 08:42:00,Open,Waste,DOMI – TrafficShop,Call Center,West,Beechview,40.46053203135552,-79.92094346046179
1617,2024-12-28 20:39:00,New,Road Repair,311 General,Call Center,East,North Oakland,40.368942314367274,-80.07512467961251
1618,2024-08-29 13:42:00,Closed,Streetlight,DOMI – TrafficShop,Website,Central,Downtown,40.44956524312174,-79.9614592684381
1619,2024-07-22 14:10:00,Open,Road Repair,PWSA,Call Center,East,Downtown,40.343445038519256,-80.04108734737024
1620,2024-09-23 16:29:00,New,Graffiti,Animal Care,Call Center,West,Beechview,40.445929042818314,-80.02084895464976
1621,2024-06-18 19:12:00,New,Accessibility,DOMI – TrafficShop,Call Center,Central,North Oakland,40.44669425173207,-80.01355371414347
1622,2024-01-22 22:50:00,Closed,Trees/Public Space,DPW – Refuse,Call Center,Central,East Liberty,40.37899549721586,-80.09876674341797
1623,2024-07-24 05:43:00,New,Streetlight,DPW – Street Maint,Call Center,North,Downtown,40.46292768276641,-80.12205805014683
1624,2024-12-15 12:47:00,Closed,Accessibility,Public Safety,Call Center,North,Brookline,40.31502174518823,-79.9693417038883
1625,2024-03-04 23:39:00,Closed,Accessibility,Public Safety,Call Center,South,Carrick,40.39746765414931,-80.0129535808286
1626,2024-09-08 20:26:00,Open,Waste,311 General,Call Center,West,Strip District,40.48675674090418,-80.04817086780406
1627,2024-03-14 08:10:00,Closed,Waste,DOMI – TrafficShop,Website,Central,Bloomfield,40.36401996622734,-79.99190224945684
1628,2024-07-14 13:51:00,New,General Inquiry,Animal Care,Other,West,Carrick,40.41695684387606,-79.95732515621576
1629,2024-02-05 06:53:00,Closed,Graffiti,DPW – Refuse,Website,East,Beechview,40.45444557782713,-80.05052600505469
1630,2024-06-13 09:14:00,On Hold,Streetlight,PWSA,Website,East,Bloomfield,40.50002246871123,-79.9724960964643
1631,2024-10-02 23:59:00,Open,Water Leak,Building Code,Call Center,South,North Oakland,40.54212055490074,-80.02852339116755
1632,2024-05-06 20:43:00,New,Streetlight,DPW – Street Maint,Call Center,Central,Bloomfield,40.38399593206878,-79.88896435635164
1633,2024-08-30 16:37:00,Closed,Graffiti,DPW – Refuse,Call Center,Central,Beechview,40.38943391301562,-80.06096842728539
1634,2024-10-17 08:08:00,On Hold,Waste,DPW – Street Maint,Website,South,Squirrel Hill,40.42145932118805,-80.04939712062593
1635,2024-12-04 10:04:00,New,Waste,Parks & Rec,Website,East,Squirrel Hill,40.48935039869653,-79.92777121647384
1636,2024-03-26 15:27:00,Closed,Trees/Public Space,DPW – Refuse,Website,Central,Brookline,40.484514107214004,-80.10285436526951
1637,2024-05-25 18:00:00,Closed,Noise,PWSA,Call Center,West,Carrick,40.362630540788686,-80.04145440857705
1638,2024-02-25 15:09:00,Closed,Waste,DPW – Refuse,Call Center,Central,Carrick,40.41901145187143,-79.94728861637483
1639,2024-12-28 06:09:00,New,Road Repair,DOMI – Permits,Call Center,East,Carrick,40.46438545511419,-80.03483151822279
1640,2024-12-04 08:31:00,Closed,Trees/Public Space,311 General,Call Center,Central,Brookline,40.375861661492856,-80.07366451364142
1641,2024-07-16 02:01:00,Closed,Animal Issue,DPW – Refuse,Call Center,Central,Bloomfield,40.45376959594424,-80.06501183789112
1642,2024-11-03 08:12:00,New,Noise,DPW – Refuse,Call Center,North,Strip District,40.48972923651624,-79.99875087551644
1643,2024-07-09 03:35:00,Closed,Noise,DOMI – Permits,Call Center,Central,Squirrel Hill,40.514264131037585,-79.90143858039681
1644,2024-08-15 14:36:00,Closed,Road Repair,PWSA,Website,South,Strip District,40.440426602878695,-80.07796941760112
1645,2024-02-02 12:43:00,Closed,Noise,DPW – Street Maint,Call Center,South,Downtown,40.44481306229188,-80.10071182329423
1646,2024-10-02 16:10:00,New,Water Leak,PWSA,Website,West,Brookline,40.48174943040132,-80.04547226222473
1647,2024-02-16 14:46:00,Closed,Waste,311 General,Website,Central,North Oakland,40.353718758238784,-79.927944635163
1648,2024-10-28 12:21:00,Open,Waste,DPW – Street Maint,Other,West,East Liberty,40.5026266821784,-80.07551085404131
1649,2024-10-12 10:33:00,Closed,Trees/Public Space,DPW – Street Maint,Mobile App,East,Carrick,40.416885942590234,-80.03024710875019
1650,2024-09-15 16:36:00,Open,Graffiti,DOMI – Permits,Call Center,East,Shadyside,40.478087549887036,-79.97515400395932
1651,2024-01-14 04:45:00,Closed,Road Repair,DOMI – Permits,Call Center,North,Squirrel Hill,40.47494662960602,-79.98762979982548
1652,2024-04-20 15:24:00,Closed,Waste,DPW – Refuse,Call Center,North,East Liberty,40.384869354003484,-79.9880849009806
1653,2024-04-06 00:51:00,Open,Accessibility,PWSA,Call Center,Central,Brookline,40.45895638507241,-80.09208132592354
1654,2024-05-11 10:47:00,Closed,General Inquiry,311 General,Call Center,Central,Beechview,40.386747387165045,-79.93837011029308
1655,2024-02-01 23:45:00,Closed,Waste,DPW – Street Maint,Call Center,West,Squirrel Hill,40.492449836524706,-80.07949730123329
1656,2024-12-07 23:45:00,Open,Streetlight,DOMI – TrafficShop,Website,West,Beechview,40.36622515847749,-79.99147862719933
1657,2024-07-21 03:18:00,Closed,Accessibility,DPW – Refuse,Call Center,Central,Squirrel Hill,40.47668815855906,-79.98868118110602
1658,2024-04-21 12:23:00,Closed,Graffiti,PWSA,Call Center,Central,Carrick,40.54227595172332,-80.01627514881626
1659,2024-05-24 21:33:00,Open,Accessibility,DOMI – Permits,Website,North,Beechview,40.39819274865466,-79.99257370792779
1660,2024-06-12 05:29:00,New,Noise,PWSA,Website,North,Strip District,40.37717625259903,-80.10084279004091
1661,2024-08-07 05:12:00,Open,General Inquiry,PWSA,Website,North,Carrick,40.45082901185154,-79.95868830053138
1662,2024-07-07 05:21:00,Open,Animal Issue,DPW – Refuse,Website,Central,East Liberty,40.432141987235816,-79.96278282660127
1663,2024-12-01 13:52:00,Closed,General Inquiry,Public Safety,Call Center,West,East Liberty,40.34269544127525,-79.98426123139785
1664,2024-06-30 09:24:00,New,Waste,PWSA,Call Center,South,Shadyside,40.45664245186774,-80.020338899896
1665,2024-12-28 03:18:00,Closed,Trees/Public Space,DPW – Street Maint,Website,South,Downtown,40.46305403131496,-79.97581336111854
1666,2024-11-06 18:28:00,Closed,Water Leak,Building Code,Call Center,West,East Liberty,40.45038946569297,-80.05677561765222
1667,2024-03-17 02:33:00,New,Graffiti,DPW – Refuse,Call Center,West,East Liberty,40.37371390692999,-80.03959972457972
1668,2024-12-05 16:00:00,Closed,Trees/Public Space,Public Safety,Call Center,West,Bloomfield,40.406832344607565,-79.99581477796838
1669,2024-02-12 11:22:00,Closed,Waste,DPW – Street Maint,Mobile App,North,East Liberty,40.48764719110931,-80.05124117151465
1670,2024-10-25 08:51:00,Closed,Trees/Public Space,PWSA,Call Center,East,Beechview,40.44932263282019,-79.98630079945104
1671,2024-05-18 22:15:00,New,Streetlight,DPW – Street Maint,Call Center,Central,East Liberty,40.46242215254935,-79.99742298201795
1672,2024-11-16 11:03:00,Open,Accessibility,DPW – Street Maint,Call Center,North,East Liberty,40.46179116483698,-80.02883975480111
1673,2024-11-12 20:10:00,Closed,Water Leak,DPW – Refuse,Other,South,Bloomfield,40.42368152188858,-79.95650673122475
1674,2024-10-21 03:54:00,Closed,Waste,Public Safety,Website,Central,Shadyside,40.35746704924996,-79.9645751443415
1675,2024-10-15 08:39:00,Closed,Noise,Public Safety,Call Center,West,Brookline,40.530124020330064,-79.9788826556835
1676,2024-04-21 04:59:00,Closed,Graffiti,DOMI – TrafficShop,Call Center,South,Bloomfield,40.42931248896094,-79.99827319233411
1677,2024-01-30 12:51:00,New,Noise,Animal Care,Call Center,West,Downtown,40.36710025318623,-80.02316702326668
1678,2024-05-27 02:06:00,Closed,Accessibility,Building Code,Call Center,West,Shadyside,40.469281430560436,-80.01300962067981
1679,2024-03-04 08:04:00,Open,Water Leak,PWSA,Call Center,West,Shadyside,40.35480477736123,-79.9084438891654
1680,2024-09-10 15:46:00,New,Accessibility,DOMI – TrafficShop,Website,Central,Bloomfield,40.392297286679884,-80.02345083142028
1681,2024-05-06 07:50:00,Closed,Road Repair,DPW – Refuse,Call Center,South,Brookline,40.43599867589459,-80.08945239251211
1682,2024-12-22 02:20:00,New,Noise,Animal Care,Website,South,Carrick,40.37749142849981,-80.05736957020906
1683,2024-08-21 22:54:00,Closed,Accessibility,Parks & Rec,Website,West,Brookline,40.475566440023854,-79.93316780208205
1684,2024-10-27 04:55:00,Closed,Accessibility,DPW – Refuse,Website,North,Carrick,40.44937198272316,-79.97622429786865
1685,2024-02-18 08:54:00,New,Trees/Public Space,PWSA,Call Center,East,Squirrel Hill,40.48876416549361,-79.92750111109538
1686,2024-11-10 15:14:00,Closed,Waste,Building Code,Call Center,North,Brookline,40.45307234732794,-79.9231007234554
1687,2024-12-02 19:21:00,Closed,Trees/Public Space,DPW – Refuse,Call Center,Central,Brookline,40.40321909857441,-79.91223740284417
1688,2024-06-26 18:39:00,Closed,Road Repair,DPW – Street Maint,Call Center,East,Squirrel Hill,40.43596805533435,-80.08139571091499
1689,2024-08-09 06:46:00,New,General Inquiry,DPW – Street Maint,Other,North,Strip District,40.50049999939095,-79.96695589902885
1690,2024-10-06 03:44:00,Open,General Inquiry,DPW – Street Maint,Website,South,Carrick,40.46879388247831,-80.06727938380538
1691,2024-03-04 19:35:00,On Hold,Trees/Public Space,DPW – Refuse,Call Center,North,Bloomfield,40.43206500677247,-79.86536901262556
1692,2024-07-02 10:28:00,Open,Animal Issue,DPW – Street Maint,Call Center,West,Carrick,40.39770669763785,-80.04038042731538
